sample_idx,bone_in_beam_candidate,bone_fraction_in_relevant_band,max_hu_in_relevant_band,beam_slice_idx,beam_peak_y,beam_peak_x,gt_max,dose_sum_slice,relevant_fraction_in_slice,ct_hu_mean_relevant,ct_hu_std_relevant,weighted_t010,weighted_t015,weighted_tuned,overall_t010,overall_t015,overall_tuned,high_t010,high_t015,high_tuned,delta_weighted_t010_vs_tuned,delta_weighted_t015_vs_tuned,delta_overall_t010_vs_tuned,delta_overall_t015_vs_tuned,delta_high_t010_vs_tuned,delta_high_t015_vs_tuned
191,True,0.15,684.878662109375,16,16,0,3.838892936706543,98.52030181884766,0.2412109375,-7.063531875610352,306.7212829589844,2.580522050266154e-05,8.211763633880764e-05,9.240247163688764e-05,0.002087982138618827,0.0027497902046889067,0.0023848675191402435,0.004194921813905239,0.008132320828735828,0.007051157299429178,-6.65972511342261e-05,-1.0284835298079997e-05,-0.00029688538052141666,0.00036492268554866314,-0.002856235485523939,0.0010811635293066502
234,True,0.24242424242424243,946.00048828125,16,16,0,2.133702039718628,80.136962890625,0.232421875,-498.9623107910156,506.7178955078125,4.899398845736869e-05,2.2969845304032788e-05,9.103161573875695e-05,0.0033880379050970078,0.003173346631228924,0.0034525117371231318,0.005877404473721981,0.004709726665169001,0.00887481588870287,-4.203762728138827e-05,-6.806177043472417e-05,-6.4473832026124e-05,-0.00027916510589420795,-0.0029974114149808884,-0.004165089223533869
45,True,0.06976744186046512,502.043701171875,16,16,0,3.541170597076416,93.48295593261719,0.1953125,171.78436279296875,360.74981689453125,3.516222204780206e-05,8.528082980774343e-05,9.098922600969672e-05,0.0029993620701134205,0.00325876590795815,0.003376987762749195,0.003932081628590822,0.005973023362457752,0.005954082123935223,-5.582700396189466e-05,-5.708396201953292e-06,-0.0003776256926357746,-0.00011822185479104519,-0.0020220004953444004,1.8941238522529602e-05
296,True,0.15217391304347827,816.882080078125,15,16,0,2.460157632827759,84.38102722167969,0.2333984375,-472.76116943359375,501.801025390625,4.2088329792022705e-05,3.7805006286362186e-05,9.033184323925525e-05,0.0031102714128792286,0.0029264893382787704,0.0035544619895517826,0.0050993310287594795,0.004711876157671213,0.007239398080855608,-4.8243513447232544e-05,-5.2526836952893063e-05,-0.000444190576672554,-0.0006279726512730122,-0.0021400670520961285,-0.002527521923184395
262,True,0.10526315789473684,496.7501220703125,16,16,0,3.247861862182617,103.46378326416016,0.255859375,-238.65184020996094,435.8650207519531,6.226036202860996e-05,7.380484021268785e-05,8.656134741613641e-05,0.003516528755426407,0.00373738631606102,0.003958008252084255,0.007535526994615793,0.009841238148510456,0.01042269915342331,-2.4300985387526453e-05,-1.2756507203448564e-05,-0.00044147949665784836,-0.00022062193602323532,-0.002887172158807516,-0.0005814610049128532
27,True,0.48484848484848486,1082.96533203125,16,16,0,3.3184943199157715,77.80458068847656,0.1845703125,173.3349609375,340.1778259277344,3.458759601926431e-05,8.360776701010764e-05,7.987263961695135e-05,0.002801585476845503,0.0033630821853876114,0.0028875800780951977,0.005464036483317614,0.00922523532062769,0.005935882218182087,-4.5285043597687036e-05,3.73512739315629e-06,-8.599460124969482e-05,0.0004755021072924137,-0.00047184573486447334,0.0032893531024456024
123,True,0.5,1159.29931640625,16,16,0,3.485478639602661,76.65812683105469,0.2080078125,91.01486206054688,665.2420654296875,4.9777616368373856e-05,7.622121484018862e-05,6.873423990327865e-05,0.0037925897631794214,0.003736183512955904,0.0038850167766213417,0.00677479850128293,0.006496998481452465,0.007445833645761013,-1.8956623534904793e-05,7.486974936909974e-06,-9.242701344192028e-05,-0.0001488332636654377,-0.0006710351444780827,-0.000948835164308548
420,True,0.09302325581395349,911.896728515625,16,16,0,2.8759069442749023,97.93965148925781,0.255859375,-402.2363586425781,487.41607666015625,6.013002712279558e-05,6.224765093065798e-05,6.839945126557723e-05,0.003004148369655013,0.0031668662559241056,0.003286421298980713,0.005888151004910469,0.006849817931652069,0.00704403268173337,-8.269424142781645e-06,-6.151800334919244e-06,-0.0002822729293256998,-0.00011955504305660725,-0.0011558816768229008,-0.00019421475008130074
340,True,0.18421052631578946,982.4188232421875,16,16,0,3.551090955734253,87.80790710449219,0.2177734375,30.501419067382812,456.2156677246094,4.299636202631518e-05,2.9420185455819592e-05,6.774670328013599e-05,0.003299193223938346,0.0030917078256607056,0.0030952105298638344,0.0058762505650520325,0.005359078291803598,0.004916794132441282,-2.4750341253820807e-05,-3.83265178243164e-05,0.00020398269407451153,-3.5027042031288147e-06,0.0009594564326107502,0.00044228415936231613
259,True,0.1388888888888889,925.7906494140625,16,16,0,2.850126028060913,72.34910583496094,0.19921875,-73.21766662597656,507.6641845703125,3.601845310186036e-05,2.064045111183077e-05,6.753503112122416e-05,0.0024673622101545334,0.002248027129098773,0.0031846915371716022,0.004737629555165768,0.00365772214718163,0.00755115132778883,-3.1516578019363806e-05,-4.6894580009393394e-05,-0.0007173293270170689,-0.0009366644080728292,-0.002813521772623062,-0.0038934291806071997
280,True,0.07142857142857142,445.3935546875,16,16,0,3.168501138687134,90.10398864746094,0.23046875,-207.1123809814453,372.3641662597656,3.021073825948406e-05,5.337249967851676e-05,6.731819303240627e-05,0.002646313514560461,0.003263118676841259,0.003290324006229639,0.004186579957604408,0.007078652735799551,0.0066722990013659,-3.710745477292221e-05,-1.394569335388951e-05,-0.000644010491669178,-2.720532938838005e-05,-0.0024857190437614918,0.00040635373443365097
371,True,0.8695652173913043,1382.626953125,16,16,0,2.0426790714263916,72.21967315673828,0.2236328125,-462.9425048828125,690.8749389648438,5.822694220114499e-05,4.519784124568105e-05,6.723135447828099e-05,0.004537035245448351,0.0042443228885531425,0.004489866551011801,0.007647626101970673,0.0055869086645543575,0.007033597212284803,-9.004412277135998e-06,-2.2033513232599944e-05,4.716869443655014e-05,-0.0002455436624586582,0.0006140288896858692,-0.0014466885477304459
181,True,0.09523809523809523,572.318603515625,16,16,0,3.8903121948242188,102.42939758300781,0.2470703125,-34.94731521606445,303.4965515136719,4.123877079109661e-05,0.00011425887350924313,6.60782607155852e-05,0.002446169499307871,0.003293546149507165,0.0028121285140514374,0.004982886835932732,0.009908471256494522,0.007388925179839134,-2.483948992448859e-05,4.818061279365793e-05,-0.0003659590147435665,0.0004814176354557276,-0.0024060383439064026,0.002519546076655388
12,True,0.3783783783783784,658.30322265625,16,16,0,3.5341365337371826,82.84352111816406,0.1943359375,194.26025390625,221.9795684814453,9.169423719868064e-05,6.23712912783958e-05,6.443503662012517e-05,0.0024190922267735004,0.0023417240008711815,0.0021894837263971567,0.004662753082811832,0.004579898901283741,0.004068552516400814,2.7259200578555465e-05,-2.0637453417293727e-06,0.00022960850037634373,0.00015224027447402477,0.0005942005664110184,0.0005113463848829269
157,True,0.29411764705882354,1287.061767578125,16,16,0,2.682037830352783,78.72440338134766,0.2197265625,-306.4810485839844,540.0055541992188,2.273517930007074e-05,2.455784851917997e-05,6.408102490240708e-05,0.002521212212741375,0.0029101595282554626,0.002563896356150508,0.003897304181009531,0.005480898544192314,0.004517449531704187,-4.134584560233634e-05,-3.952317638322711e-05,-4.268414340913296e-05,0.0003462631721049547,-0.0006201453506946564,0.0009634490124881268
0,True,0.18421052631578946,830.923095703125,16,16,0,3.831937074661255,93.76081848144531,0.234375,49.72440719604492,291.6142272949219,4.318736318964511e-05,8.207430801121518e-05,6.3768369727768e-05,0.002729000523686409,0.003124155104160309,0.0024732225574553013,0.005743564572185278,0.008013084530830383,0.00500668166205287,-2.0581006538122892e-05,1.8305938283447176e-05,0.0002557779662311077,0.0006509325467050076,0.0007368829101324081,0.0030064028687775135
