model,overall_mae,weighted_mse,high_mae,outside_mae,outside_max_abs_error,peak_core_mae,peak_shoulder_mae
ct_only_routed_system,0.0027379021565429387,3.679336362983884e-05,0.004904740468133191,0.0024570945817976703,0.03439270103909071,0.050253891468048054,0.020970452437642912
