case_tag,comparison_model,sample_idx,tuned_mse,mixed_mse,delta_mse,tuned_mae,mixed_mae,delta_mae,tuned_rel_err_pct,mixed_rel_err_pct,delta_rel_err_pct,tuned_along_mean_pct,mixed_along_mean_pct,delta_along_mean_pct,tuned_perp_mean_pct,mixed_perp_mean_pct,delta_perp_mean_pct
best,mixed_T010_a030_mw3,496,4.051815267303027e-06,8.488995263178367e-06,4.43717999587534e-06,0.0015508650103583932,0.0019628601148724556,0.0004119951045140624,3.3922903537750244,4.293469429016113,0.9011790752410889,3.6609907212008594,6.607054947005879,2.9460642258050194,1.4957089013002713,3.847757590390377,2.352048689090106
best,mixed_T015_a030_mw3,496,4.051815267303027e-06,8.451854228042066e-06,4.400038960739039e-06,0.0015508650103583932,0.0022045127116143703,0.0006536477012559772,3.3922903537750244,4.822048664093018,1.4297583103179932,3.6609907212008594,5.150380914323716,1.4893901931228561,1.4957089013002713,2.6479385217332547,1.1522296204329834
typical,mixed_T010_a030_mw3,491,1.2068005162291229e-05,1.0514378118386958e-05,-1.553627043904271e-06,0.0025072298012673855,0.0023507154546678066,-0.00015651434659957886,5.39616584777832,5.059309005737305,-0.3368568420410156,5.287613174421508,3.8283417295366826,-1.4592714448848252,4.05079618052277,3.105079514873651,-0.9457166656491189
typical,mixed_T015_a030_mw3,491,1.2068005162291229e-05,1.2237331247888505e-05,1.693260855972767e-07,0.0025072298012673855,0.002492260653525591,-1.4969147741794586e-05,5.39616584777832,5.363948822021484,-0.03221702575683594,5.287613174421508,3.667976614287971,-1.6196365601335367,4.05079618052277,2.0390744800977023,-2.011721700425068
worst,mixed_T010_a030_mw3,221,5.4294356232276186e-05,4.5304957893677056e-05,-8.98939833859913e-06,0.003337149042636156,0.003578288946300745,0.00024113990366458893,7.069258689880371,7.580078125,0.5108194351196289,5.511676043837389,6.630299388922622,1.1186233450852328,8.002837188901875,5.144265506514346,-2.858571682387529
worst,mixed_T015_a030_mw3,221,5.4294356232276186e-05,5.548884655581787e-05,1.194490323541686e-06,0.003337149042636156,0.0041748336516320705,0.0008376846089959145,7.069258689880371,8.843770027160645,1.7745113372802734,5.511676043837389,7.549876790654848,2.0382007468174583,8.002837188901875,8.361738410654677,0.35890122175280226
